reset,address,consumption,gym,timestamp,multiStepPredictions.actual,multiStepPredictions.1,multiStepPredictions.5,multiStepBucketLikelihoods.1,multiStepBucketLikelihoods.5,multiStepBestPredictions.actual,multiStepBestPredictions.1,multiStepBestPredictions.5,anomalyScore,anomalyLabel,multiStepBestPredictions:multiStep:errorMetric='aae':steps=1:window=1000:field=consumption,prediction:trivial:errorMetric='aae':steps=5:window=1000:field=consumption,multiStepBestPredictions:multiStep:errorMetric='aae':steps=5:window=1000:field=consumption,prediction:trivial:errorMetric='aae':steps=1:window=1000:field=consumption
0,Shop 67 197-215 Condamine Street Balgowlah 2093,39.4,Balgowlah Platinum,2010-07-07 08:00:00,39.4,{38.43165599999999: 0.15783779677096818	 43.534299999999995: 0.067856193336110787	 38.2245: 0.062482080228445577	 39.48075899999999: 0.069087702644491586	 37.4: 0.084985068078767906	 4.754889103025941: 0.10992830416366205	 39.4875: 0.059308375981523706	 44.129999999999995: 0.049878353668614574},{4.9344675571957985: 0.13706809603581446	 42.83: 0.066689158593512946	 38.43165599999999: 0.20086680937752868	 38.2245: 0.16661491291953898	 39.48075899999999: 0.1162781723166761	 37.4: 0.10831917197789523	 40.672999999999995: 0.028211859158943798	 43.629999999999995: 0.032234043321934129},{65: 0.067856193336110787	 66: 0.049878353668614574	 1: 0.10992830416366205	 55: 0.084985068078767906	 56: 0.062482080228445577	 58: 0.059308375981523706},{64: 0.066689158593512946	 1: 0.13706809603581446	 65: 0.032234043321934129	 55: 0.10831917197789523	 56: 0.16661491291953898	 58: 0.1162781723166761	 60: 0.028211859158943798},39.4,38.431656,38.431656,0.5,[],9.10237341072,16.1532258065,15.1836251404,5.96875
0,Shop 67 197-215 Condamine Street Balgowlah 2093,45.6,Balgowlah Platinum,2010-07-07 09:00:00,45.6,{39.48075899999999: 0.12692300492156777	 38.43165599999999: 0.065882577328081698	 42.851: 0.086769169024863799	 39.28: 0.21240204324464543	 47.35999999999999: 0.04576265734308501	 38.497789999999995: 0.053821822645413575	 4.754889103025941: 0.052972676513169448	 39.4875: 0.047066899979542956},{42.83: 0.041688627537312097	 4.864127290037059: 0.14657285615547877	 39.28: 0.1653128232108618	 38.2245: 0.092063053973214515	 39.48075899999999: 0.1647589249260549	 37.4: 0.093707664148441269	 38.43165599999999: 0.055709542638534441	 43.629999999999995: 0.057182658297573984},{64: 0.086769169024863799	 1: 0.052972676513169448	 71: 0.04576265734308501	 56: 0.065882577328081698	 57: 0.053821822645413575	 58: 0.047066899979542956},{64: 0.041688627537312097	 1: 0.14657285615547877	 65: 0.057182658297573984	 55: 0.093707664148441269	 56: 0.055709542638534441	 58: 0.1647589249260549},45.6,39.28,39.28,0.5,[],9.08080462459,16.3528,15.1127161393,5.97054263566
0,Shop 67 197-215 Condamine Street Balgowlah 2093,41.7,Balgowlah Platinum,2010-07-07 10:00:00,41.7,{38.43165599999999: 0.066681414252343321	 38.768452999999994: 0.15882823631157586	 39.48075899999999: 0.043055539524675217	 37.4: 0.040158063210030438	 42.851: 0.10011901214313175	 4.754889103025941: 0.073877607673773549	 44.129999999999995: 0.056142443378511125	 43.534299999999995: 0.17275323855416322},{43.534299999999995: 0.16974926226199649	 43.629999999999995: 0.07605123040718699	 37.4: 0.050000000000000065	 5.482757149999999: 0.026144795839932539	 22.9: 0.20523628819248241	 10.7: 0.025000000000000033	 22.2504: 0.10832036424036873	 44.129999999999995: 0.25593233481205208},{64: 0.10011901214313175	 65: 0.17275323855416322	 66: 0.056142443378511125	 1: 0.073877607673773549	 55: 0.040158063210030438	 56: 0.066681414252343321	 57: 0.15882823631157586	 58: 0.043055539524675217},{65: 0.07605123040718699	 66: 0.25593233481205208	 10: 0.025000000000000033	 2: 0.026144795839932539	 55: 0.050000000000000065	 30: 0.10832036424036873	 31: 0.20523628819248241},41.7,43.5343,44.13,0.5,[],9.02506228133,16.3746031746,15.012059662,5.95461538462
0,Shop 67 197-215 Condamine Street Balgowlah 2093,41.6,Balgowlah Platinum,2010-07-07 11:00:00,41.6,{38.78999999999999: 0.099443724370734385	 39.48075899999999: 0.060116008496090015	 43.52799999999999: 0.064870845397229523	 43.534299999999995: 0.08660971306577947	 38.768452999999994: 0.11881296977088221	 4.754889103025941: 0.052054031780637007	 37.06099999999999: 0.077469522286065393	 44.129999999999995: 0.14596137278466317},{38.78999999999999: 0.14289672328090536	 37.06099999999999: 0.069689548840328228	 38.2245: 0.060603382740778956	 39.48075899999999: 0.068432686641442961	 38.497789999999995: 0.057300252304365917	 39.4875: 0.058876982345537308	 10.7: 0.052079967423689616	 44.129999999999995: 0.25001951515014015},{1: 0.052054031780637007	 66: 0.14596137278466317	 65: 0.08660971306577947	 54: 0.077469522286065393	 57: 0.11881296977088221	 58: 0.060116008496090015},{66: 0.25001951515014015	 10: 0.052079967423689616	 54: 0.069689548840328228	 56: 0.060603382740778956	 57: 0.057300252304365917	 58: 0.058876982345537308},41.6,44.13,44.13,0.5,[],8.97548165323,16.2535433071,14.9137757276,5.90992366412
0,Shop 67 197-215 Condamine Street Balgowlah 2093,39.5,Balgowlah Platinum,2010-07-07 12:00:00,39.5,{37.06099999999999: 0.062844661152130346	 38.43165599999999: 0.12735708689765743	 43.52799999999999: 0.065484827663028489	 43.534299999999995: 0.063881556031277584	 38.768452999999994: 0.10577526713054572	 40.006: 0.10032789699264222	 39.4875: 0.062467716932439819	 44.129999999999995: 0.066189313833666025},{38.78999999999999: 0.079995103790849884	 38.43165599999999: 0.065433851331811788	 37.06099999999999: 0.093380242310293196	 38.2245: 0.066909699584194626	 39.48075899999999: 0.066678095715805255	 38.497789999999995: 0.070053573135376107	 39.4875: 0.097727588862142112	 44.129999999999995: 0.090847140120923445},{65: 0.063881556031277584	 66: 0.066189313833666025	 54: 0.062844661152130346	 56: 0.12735708689765743	 57: 0.10577526713054572	 58: 0.062467716932439819	 59: 0.10032789699264222},{56: 0.066909699584194626	 57: 0.070053573135376107	 58: 0.097727588862142112	 66: 0.090847140120923445	 54: 0.093380242310293196},39.5,38.431656,39.4875,0.5,[],8.91557909525,16.153125,14.797359511,5.88106060606
0,Shop 67 197-215 Condamine Street Balgowlah 2093,37.2,Balgowlah Platinum,2010-07-07 13:00:00,37.2,{38.43165599999999: 0.30993267208375658	 37.06099999999999: 0.052216388621216525	 38.768452999999994: 0.099160428448498539	 39.48075899999999: 0.060565867520344797	 43.52799999999999: 0.05731881922103825	 40.4842: 0.1099036157350064	 4.754889103025941: 0.040000266176530748	 39.4875: 0.044808828338653552},{38.78999999999999: 0.035988854549725266	 38.43165599999999: 0.24406651758516845	 37.06099999999999: 0.12190685659638392	 38.2245: 0.037598846961818568	 39.48075899999999: 0.14217357598195632	 38.497789999999995: 0.071089267180618559	 39.4875: 0.055269603374375573	 44.129999999999995: 0.050517286945153207},{1: 0.040000266176530748	 65: 0.05731881922103825	 54: 0.052216388621216525	 56: 0.30993267208375658	 57: 0.099160428448498539	 58: 0.044808828338653552	 60: 0.1099036157350064},{56: 0.037598846961818568	 57: 0.071089267180618559	 58: 0.055269603374375573	 66: 0.050517286945153207	 54: 0.12190685659638392},37.2,38.431656,38.431656,0.5,[],8.85780523739,16.0449612403,14.6921990187,5.85413533835
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.1,Balgowlah Platinum,2010-07-07 14:00:00,40.1,{38.43165599999999: 0.1276326411336709	 37.06099999999999: 0.035150063934552937	 38.9879171: 0.14797673199772343	 38.2245: 0.29507044238656865	 39.48075899999999: 0.067194709947821812	 33.4: 0.034193309627822743	 40.4842: 0.061354633430274787	 39.4875: 0.044663454679718516},{38.78999999999999: 0.075501281557056696	 37.06099999999999: 0.067395210722064045	 42.851: 0.059300667619904338	 38.2245: 0.20274318649395273	 38.768452999999994: 0.11631303678772646	 41.251099999999994: 0.04475726527828959	 44.129999999999995: 0.086364773438627737	 22.355279999999997: 0.045237954916789933},{48: 0.034193309627822743	 54: 0.035150063934552937	 56: 0.29507044238656865	 57: 0.14797673199772343	 58: 0.044663454679718516	 60: 0.061354633430274787},{64: 0.059300667619904338	 66: 0.086364773438627737	 54: 0.067395210722064045	 56: 0.20274318649395273	 57: 0.11631303678772646	 61: 0.04475726527828959	 30: 0.045237954916789933},40.1,38.2245,38.2245,0.5,[],8.80569848188,15.9638461538,14.5936090262,5.83208955224
0,Shop 67 197-215 Condamine Street Balgowlah 2093,37.0,Balgowlah Platinum,2010-07-07 15:00:00,37.0,{38.43165599999999: 0.060414376145936623	 38.9879171: 0.18117080296072521	 38.2245: 0.073059657587092972	 39.48075899999999: 0.04799754986889556	 40.4842: 0.090982971441868704	 36.6: 0.15412307010122067	 37.10269999999999: 0.10916790351437862	 39.4875: 0.048804824709070847},{38.768452999999994: 0.18265349754998192	 37.06099999999999: 0.08433953073329567	 22.355279999999997: 0.041053077651104344	 38.2245: 0.09424414310027579	 39.48075899999999: 0.059078954370818115	 36.6: 0.12281638681748612	 39.4875: 0.040814830830954739	 44.129999999999995: 0.043814504513801159},{53: 0.15412307010122067	 54: 0.10916790351437862	 56: 0.073059657587092972	 57: 0.18117080296072521	 58: 0.048804824709070847	 60: 0.090982971441868704},{66: 0.043814504513801159	 53: 0.12281638681748612	 54: 0.08433953073329567	 56: 0.09424414310027579	 57: 0.18265349754998192	 58: 0.040814830830954739	 30: 0.041053077651104344},37.0,38.9879171,38.768453,0.5,[],8.75519639757,15.8778625954,14.4957070718,5.81185185185
0,Shop 67 197-215 Condamine Street Balgowlah 2093,39.8,Balgowlah Platinum,2010-07-07 16:00:00,39.8,{38.43165599999999: 0.045755178317736914	 38.9879171: 0.20097136533723911	 38.2245: 0.060314310924358683	 40.4842: 0.082538726984894617	 37.10269999999999: 0.14276765529399507	 39.666531299999995: 0.13854768778401774	 4.754889103025941: 0.042080053787565505	 39.4875: 0.045202342095713714},{6.88: 0.05358590230292741	 38.43165599999999: 0.066278730439316397	 37.06099999999999: 0.10339516167257229	 38.768452999999994: 0.21096023062566263	 38.2245: 0.10029717977300071	 39.48075899999999: 0.056152642504701096	 36.6: 0.064525273429051608	 39.4875: 0.043017157148624828},{1: 0.042080053787565505	 54: 0.14276765529399507	 56: 0.060314310924358683	 57: 0.20097136533723911	 58: 0.045202342095713714	 59: 0.13854768778401774	 60: 0.082538726984894617},{4: 0.05358590230292741	 53: 0.064525273429051608	 54: 0.10339516167257229	 56: 0.10029717977300071	 57: 0.21096023062566263	 58: 0.043017157148624828},39.8,38.9879171,38.768453,0.5,[],8.69679115127,15.7712121212,14.3937058591,5.78970588235
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.1,Balgowlah Platinum,2010-07-07 17:00:00,40.1,{38.43165599999999: 0.13352470363272897	 37.07188999999999: 0.1758075998173512	 38.9879171: 0.13362717228104132	 33.4: 0.04167759666669274	 40.4842: 0.079760185955077376	 39.666531299999995: 0.083286954285471573	 39.4875: 0.06758116902968471	 43.534299999999995: 0.034787112610868247},{6.88: 0.036610908718771068	 38.43165599999999: 0.30353856821590108	 37.06099999999999: 0.066781417313338878	 38.768452999999994: 0.12504636773266944	 39.48075899999999: 0.060405297498432285	 40.4842: 0.061482734430143918	 39.4875: 0.072222417762421914	 43.534299999999995: 0.035320786993478272},{65: 0.034787112610868247	 48: 0.04167759666669274	 54: 0.1758075998173512	 56: 0.13352470363272897	 57: 0.13362717228104132	 58: 0.06758116902968471	 59: 0.083286954285471573	 60: 0.079760185955077376},{65: 0.035320786993478272	 4: 0.036610908718771068	 54: 0.066781417313338878	 56: 0.30353856821590108	 57: 0.12504636773266944	 58: 0.072222417762421914	 60: 0.061482734430143918},40.1,37.07189,38.431656,0.5,[],8.65541391659,15.6571428571,14.2980264467,5.7496350365
0,Shop 67 197-215 Condamine Street Balgowlah 2093,44.8,Balgowlah Platinum,2010-07-07 18:00:00,44.8,{37.07188999999999: 0.15983652473063228	 38.9879171: 0.095286271211163703	 38.2245: 0.040257536102376777	 39.706571909999994: 0.17841804081455379	 40.4842: 0.075114506745636758	 44.800000000000004: 0.074945179740809123	 4.754889103025941: 0.041441856772902269	 39.4875: 0.039534175870199681},{6.88: 0.049258450385198348	 38.43165599999999: 0.13087871972637222	 37.06099999999999: 0.059549972110967762	 38.9879171: 0.084800171334800056	 39.48075899999999: 0.10006179219918554	 33.4: 0.038232068611546696	 40.4842: 0.039258869369392838	 44.800000000000004: 0.2876619489950562},{1: 0.041441856772902269	 67: 0.074945179740809123	 54: 0.15983652473063228	 56: 0.040257536102376777	 57: 0.095286271211163703	 58: 0.039534175870199681	 59: 0.17841804081455379	 60: 0.075114506745636758},{67: 0.2876619489950562	 4: 0.049258450385198348	 48: 0.038232068611546696	 54: 0.059549972110967762	 56: 0.13087871972637222	 57: 0.084800171334800056	 58: 0.10006179219918554	 60: 0.039258869369392838},44.8,39.70657191,44.8,0.5,[],8.62960242509,15.5970149254,14.1913247568,5.74202898551
0,Shop 67 197-215 Condamine Street Balgowlah 2093,44.3,Balgowlah Platinum,2010-07-07 19:00:00,44.3,{38.43165599999999: 0.036929007410470983	 37.07188999999999: 0.11033660536441646	 43.534299999999995: 0.051493860941222859	 44.449999999999996: 0.1227477176370424	 40.4842: 0.10663054645520016	 39.82460033699999: 0.11487873942176623	 4.754889103025941: 0.036004454347473541	 38.9879171: 0.1379151721815367},{6.88: 0.042852105251711473	 38.43165599999999: 0.050917414575849522	 38.9879171: 0.14253555789634478	 44.449999999999996: 0.15620344830406135	 39.48075899999999: 0.058463993087079932	 37.10269999999999: 0.082839226127602847	 44.800000000000004: 0.058552478642196745	 43.534299999999995: 0.069048732781692435},{65: 0.051493860941222859	 66: 0.1227477176370424	 1: 0.036004454347473541	 54: 0.11033660536441646	 56: 0.036929007410470983	 57: 0.1379151721815367	 59: 0.11487873942176623	 60: 0.10663054645520016},{65: 0.069048732781692435	 66: 0.15620344830406135	 67: 0.058552478642196745	 4: 0.042852105251711473	 54: 0.082839226127602847	 56: 0.050917414575849522	 57: 0.14253555789634478	 58: 0.058463993087079932},44.3,38.9879171,44.45,0.5,[],8.60573537815,15.5125925926,14.0873149438,5.70431654676
0,Shop 67 197-215 Condamine Street Balgowlah 2093,36.8,Balgowlah Platinum,2010-07-07 20:00:00,36.8,{39.82460033699999: 0.1462516805158928	 37.07188999999999: 0.16410561159479206	 38.9879171: 0.10464427351830151	 44.449999999999996: 0.036621938904788806	 38.2245: 0.063027754441327716	 40.4842: 0.10101628201654902	 44.8: 0.065532664077715186	 43.534299999999995: 0.037401513225052509},{38.43165599999999: 0.098231675470648636	 38.9879171: 0.091584952660651336	 38.2245: 0.10753147371318751	 33.4: 0.038138181856832966	 44.800000000000004: 0.078563170733680826	 39.666531299999995: 0.098335993676207115	 37.10269999999999: 0.15493240259553226	 39.4875: 0.037770079573310023},{65: 0.037401513225052509	 66: 0.036621938904788806	 67: 0.065532664077715186	 54: 0.16410561159479206	 56: 0.063027754441327716	 57: 0.10464427351830151	 59: 0.1462516805158928	 60: 0.10101628201654902},{67: 0.078563170733680826	 48: 0.038138181856832966	 54: 0.15493240259553226	 56: 0.10753147371318751	 57: 0.091584952660651336	 58: 0.037770079573310023	 59: 0.098335993676207115},36.8,37.07189,37.1027,0.5,[],8.54620791116,15.4,13.9859574809,5.71714285714
0,Shop 67 197-215 Condamine Street Balgowlah 2093,31.2,Balgowlah Platinum,2010-07-07 21:00:00,31.2,{39.82460033699999: 0.23503098585357191	 37.07188999999999: 0.13822002044418646	 38.9879171: 0.090178463055825969	 38.2245: 0.05538766012353373	 33.4: 0.047552309665600201	 40.4842: 0.05322982755506582	 29.799999999999997: 0.063618457425536332	 44.8: 0.058403790715363779},{6.88: 0.062060768931120357	 38.43165599999999: 0.061121998241263485	 37.07188999999999: 0.14922374003322483	 38.9879171: 0.12234468967040335	 33.4: 0.055798929816461076	 29.799999999999997: 0.094546053142884945	 39.666531299999995: 0.077992549520309984	 22.9: 0.064973592037845682},{67: 0.058403790715363779	 42: 0.063618457425536332	 48: 0.047552309665600201	 54: 0.13822002044418646	 56: 0.05538766012353373	 57: 0.090178463055825969	 59: 0.23503098585357191	 60: 0.05322982755506582},{4: 0.062060768931120357	 42: 0.094546053142884945	 48: 0.055798929816461076	 54: 0.14922374003322483	 56: 0.061121998241263485	 57: 0.12234468967040335	 59: 0.077992549520309984	 31: 0.064973592037845682},31.2,39.824600337,37.07189,0.5,[],8.54676388581,15.3503649635,13.926730711,5.71631205674
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.2,Balgowlah Platinum,2010-07-07 22:00:00,5.2,{6.88: 0.078179616545491812	 39.82460033699999: 0.12132653317495715	 38.9879171: 0.070439414023247826	 5.482757149999999: 0.17083934750026541	 4.754889103025941: 0.044566399900056952	 22.9: 0.064703970753768422	 36.99032299999999: 0.087990834261125694	 22.355279999999997: 0.040933321799546091},{6.88: 0.07262186761873976	 38.43165599999999: 0.069325590203511714	 37.07188999999999: 0.12196512065337904	 38.9879171: 0.075456758622480455	 39.706571909999994: 0.11096187784085378	 5.482757149999999: 0.079627997767025352	 44.800000000000004: 0.05831889432089768	 40.4842: 0.042174328632146443},{1: 0.044566399900056952	 2: 0.17083934750026541	 4: 0.078179616545491812	 54: 0.087990834261125694	 57: 0.070439414023247826	 59: 0.12132653317495715	 30: 0.040933321799546091	 31: 0.064703970753768422},{2: 0.079627997767025352	 67: 0.05831889432089768	 4: 0.07262186761873976	 54: 0.12196512065337904	 56: 0.069325590203511714	 57: 0.075456758622480455	 59: 0.11096187784085378	 60: 0.042174328632146443},5.2,5.48275715,37.07189,0.5,[],8.48856665528,15.4920289855,14.0567680972,5.85915492958
0,Shop 67 197-215 Condamine Street Balgowlah 2093,15.2,Balgowlah Platinum,2010-07-07 23:00:00,15.2,{6.88: 0.1348560898046452	 22.355279999999997: 0.16115016352911413	 40.4842: 0.026480134724225078	 17.8: 0.031226122941896407	 10.7: 0.16238098845808976	 4.754889103025941: 0.30549164311336202	 22.9: 0.031873784291325223	 38.9879171: 0.017837736989112979},{6.88: 0.052746289837469665	 39.82460033699999: 0.21951910964922142	 37.07188999999999: 0.12804838074949462	 38.9879171: 0.12325448859871424	 44.449999999999996: 0.032810866674584681	 40.4842: 0.040108115224475556	 10.7: 0.11785445433336114	 22.355279999999997: 0.033124342758298841},{1: 0.30549164311336202	 4: 0.1348560898046452	 10: 0.16238098845808976	 22: 0.031226122941896407	 57: 0.017837736989112979	 60: 0.026480134724225078	 30: 0.16115016352911413	 31: 0.031873784291325223},{66: 0.032810866674584681	 4: 0.052746289837469665	 10: 0.11785445433336114	 54: 0.12804838074949462	 57: 0.12325448859871424	 59: 0.21951910964922142	 60: 0.040108115224475556	 30: 0.033124342758298841},15.2,4.75488910303,39.824600337,0.5,[],8.50224878284,15.5935251799,14.1327956672,5.88811188811
0,Shop 67 197-215 Condamine Street Balgowlah 2093,22.9,Balgowlah Platinum,2010-07-08 00:00:00,22.9,{39.82460033699999: 0.039366438684935952	 22.355279999999997: 0.12776848831088422	 22.1: 0.089967181324273338	 12.0: 0.056894947631340155	 41.251099999999994: 0.071591770060704815	 5.1838528612229995: 0.045735827173888965	 4.754889103025941: 0.24870532225353709	 22.9: 0.037948388982888916},{6.88: 0.0502061093622845	 39.82460033699999: 0.20698538939668606	 37.07188999999999: 0.13591200172444928	 38.9879171: 0.093786576665832622	 22.1: 0.058319449514630341	 40.4842: 0.02923885960602499	 10.7: 0.036621938904788827	 22.355279999999997: 0.063459540337906253},{1: 0.24870532225353709	 13: 0.056894947631340155	 29: 0.089967181324273338	 59: 0.039366438684935952	 61: 0.071591770060704815	 30: 0.12776848831088422	 31: 0.037948388982888916},{4: 0.0502061093622845	 10: 0.036621938904788827	 54: 0.13591200172444928	 57: 0.093786576665832622	 59: 0.20698538939668606	 60: 0.02923885960602499	 29: 0.058319449514630341	 30: 0.063459540337906253},22.9,4.75488910303,39.824600337,0.5,[],8.56921310308,15.635,14.1527371292,5.90069444444
0,Shop 67 197-215 Condamine Street Balgowlah 2093,20.6,Balgowlah Platinum,2010-07-08 01:00:00,20.6,{12.799999999999999: 0.1286347801280924	 12.0: 0.11930792024222239	 7.8: 0.29129027530219942	 41.251099999999994: 0.13487268516201545	 5.1838528612229995: 0.015875465539875514	 4.754889103025941: 0.023321200637501996	 22.9: 0.20067917355670431	 43.629999999999995: 0.023419411216258637},{39.82460033699999: 0.15676089547323546	 37.07188999999999: 0.10517878356718448	 38.9879171: 0.063467446223171464	 12.799999999999999: 0.063732039174243138	 44.181: 0.091051573801343377	 33.4: 0.042376815392801782	 44.8: 0.15879032881360866	 22.9: 0.060459861479166842},{1: 0.023321200637501996	 6: 0.29129027530219942	 65: 0.023419411216258637	 13: 0.11930792024222239	 14: 0.1286347801280924	 61: 0.13487268516201545	 31: 0.20067917355670431},{66: 0.091051573801343377	 67: 0.15879032881360866	 14: 0.063732039174243138	 48: 0.042376815392801782	 54: 0.10517878356718448	 57: 0.063467446223171464	 59: 0.15676089547323546	 31: 0.060459861479166842},20.6,7.8,44.8,0.5,[],8.59839094375,15.6390070922,14.2239943126,5.87586206897
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.8,Balgowlah Platinum,2010-07-08 02:00:00,4.8,{22.355279999999997: 0.014225626348420048	 12.799999999999999: 0.040587276787218018	 12.0: 0.15528170469543878	 7.8: 0.16472764026140302	 41.251099999999994: 0.10302375694376344	 5.1838528612229995: 0.017197002702604405	 4.754889103025941: 0.21538575649961456	 22.9: 0.18671713467264603},{39.82460033699999: 0.088938925822588236	 22.355279999999997: 0.054447082401694144	 44.181: 0.044843148589577803	 12.0: 0.082477915807558588	 40.4842: 0.059992850360573377	 4.754889103025941: 0.17166522713243307	 22.9: 0.056988954338245697	 36.99032299999999: 0.10489335650349972},{1: 0.21538575649961456	 6: 0.16472764026140302	 13: 0.15528170469543878	 14: 0.040587276787218018	 61: 0.10302375694376344	 30: 0.014225626348420048	 31: 0.18671713467264603},{1: 0.17166522713243307	 66: 0.044843148589577803	 13: 0.082477915807558588	 54: 0.10489335650349972	 59: 0.088938925822588236	 60: 0.059992850360573377	 30: 0.054447082401694144	 31: 0.056988954338245697},4.8,4.75488910303,4.75488910303,0.5,[],8.53980683384,15.7147887324,14.124143021,5.94383561644
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.8,Balgowlah Platinum,2010-07-08 03:00:00,4.8,{22.355279999999997: 0.073688975246389926	 12.0: 0.022083190096993981	 40.4842: 0.01304314585125857	 5.1838528612229995: 0.036589268265213866	 15.200000000000001: 0.03815445619312953	 4.754889103025941: 0.6452208350527493	 22.9: 0.034445559653965771	 37.089999999999996: 0.024024252480314989},{39.82460033699999: 0.058525238922331357	 43.52799999999999: 0.10567123989891142	 38.9879171: 0.1192756283790409	 38.2245: 0.038596758153121608	 40.4842: 0.044578639442926206	 38.43165599999999: 0.049960282630031397	 4.754889103025941: 0.3726550268456319	 42.851: 0.083792899707951549},{1: 0.6452208350527493	 13: 0.022083190096993981	 18: 0.03815445619312953	 54: 0.024024252480314989	 60: 0.01304314585125857	 30: 0.073688975246389926	 31: 0.034445559653965771},{64: 0.083792899707951549	 65: 0.10567123989891142	 1: 0.3726550268456319	 56: 0.038596758153121608	 57: 0.1192756283790409	 59: 0.058525238922331357	 60: 0.044578639442926206},4.8,4.75488910303,4.75488910303,0.5,[],8.48201978665,15.6076923077,14.0256882509,5.90340136054
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.8,Balgowlah Platinum,2010-07-08 04:00:00,4.8,{6.88: 0.021223712926946602	 39.82460033699999: 0.019937034614533059	 22.355279999999997: 0.11639308744730859	 5.0686970028561: 0.069639935712665677	 15.200000000000001: 0.052156617599869302	 4.754889103025941: 0.53095516865269476	 22.9: 0.035863591131721446	 37.089999999999996: 0.01841771605831995},{39.82460033699999: 0.053055832232506088	 22.355279999999997: 0.047406454667540614	 41.251099999999994: 0.063369051368568546	 38.9879171: 0.079633840710454845	 40.4842: 0.065472420199461798	 4.754889103025941: 0.18860954722988033	 36.99032299999999: 0.044650284657874122	 42.851: 0.11171650206169552},{1: 0.53095516865269476	 4: 0.021223712926946602	 18: 0.052156617599869302	 54: 0.01841771605831995	 59: 0.019937034614533059	 30: 0.11639308744730859	 31: 0.035863591131721446},{64: 0.11171650206169552	 1: 0.18860954722988033	 54: 0.044650284657874122	 57: 0.079633840710454845	 59: 0.053055832232506088	 60: 0.065472420199461798	 61: 0.063369051368568546	 30: 0.047406454667540614},4.8,4.75488910303,4.75488910303,0.5,[],8.4250136455,15.5715277778,13.9286009081,5.86351351351
0,Shop 67 197-215 Condamine Street Balgowlah 2093,22.6,Balgowlah Platinum,2010-07-08 05:00:00,22.6,{6.88: 0.033723803282570741	 4.988087901999269: 0.21233604053039565	 39.82460033699999: 0.016243704553738313	 22.355279999999997: 0.16961805229498195	 22.9: 0.10676787757970589	 4.754889103025941: 0.29129257603173259	 15.200000000000001: 0.043821305141649461	 37.089999999999996: 0.018472866510097361},{22.355279999999997: 0.33503587257146872	 43.534299999999995: 0.023419411216258647	 44.181: 0.061462803313790906	 41.251099999999994: 0.12084079328839652	 40.4842: 0.080910864670147187	 5.1838528612229995: 0.012505164874247967	 22.9: 0.29698479342260592	 42.851: 0.017372765239166026},{1: 0.29129257603173259	 4: 0.033723803282570741	 18: 0.043821305141649461	 54: 0.018472866510097361	 59: 0.016243704553738313	 30: 0.16961805229498195	 31: 0.10676787757970589},{64: 0.017372765239166026	 65: 0.023419411216258647	 66: 0.061462803313790906	 1: 0.012505164874247967	 60: 0.080910864670147187	 61: 0.12084079328839652	 30: 0.33503587257146872	 31: 0.29698479342260592},22.6,4.75488910303,22.35528,0.5,[],8.48823577471,15.4662068966,13.8342293157,5.94362416107
0,Shop 67 197-215 Condamine Street Balgowlah 2093,45.3,Balgowlah Platinum,2010-07-08 06:00:00,45.3,{7.8: 0.056236961186149091	 12.799999999999999: 0.047956799568130162	 20.599999999999998: 0.099430182578456663	 4.931661531399488: 0.10692983366714939	 12.0: 0.067310247297916348	 41.251099999999994: 0.2497044229278873	 22.9: 0.11328785958811824	 43.629999999999995: 0.16450603365271024},{22.355279999999997: 0.18331510456985581	 42.851: 0.054285138361907785	 44.181: 0.037050881868616423	 41.251099999999994: 0.22325393704772234	 40.4842: 0.081700611197804973	 22.9: 0.17038576377749259	 43.629999999999995: 0.095886631833868891	 38.9879171: 0.021962733563772728},{1: 0.10692983366714939	 6: 0.056236961186149091	 65: 0.16450603365271024	 13: 0.067310247297916348	 14: 0.047956799568130162	 27: 0.099430182578456663	 61: 0.2497044229278873	 31: 0.11328785958811824},{64: 0.054285138361907785	 65: 0.095886631833868891	 66: 0.037050881868616423	 57: 0.021962733563772728	 60: 0.081700611197804973	 61: 0.22325393704772234	 30: 0.18331510456985581	 31: 0.17038576377749259},45.3,41.2511,41.2511,0.5,[],8.45864020288,15.5294520548,13.7672065121,6.05533333333
