"   ","SITE_LOCATION_NAME","TIMESTAMP","TOTAL_KWH"
"19472","Darlinghurst","20/09/2010 7:45:00 PM","19.97"
"19473","Darlinghurst","20/09/2010 8:00:00 PM","21.82"
"19474","Darlinghurst","20/09/2010 8:15:00 PM","21.63"
"19475","Darlinghurst","20/09/2010 8:30:00 PM","19.3"
"19476","Darlinghurst","20/09/2010 8:45:00 PM","17.81"
"19477","Darlinghurst","20/09/2010 9:00:00 PM","16.93"
"19478","Darlinghurst","20/09/2010 9:15:00 PM","16.04"
"19479","Darlinghurst","20/09/2010 9:30:00 PM","18.21"
"19480","Darlinghurst","20/09/2010 9:45:00 PM","18.52"
"19481","Darlinghurst","20/09/2010 10:00:00 PM","15.54"
"19482","Darlinghurst","20/09/2010 10:15:00 PM","9.39"
"19483","Darlinghurst","20/09/2010 10:30:00 PM","9.16"
"19484","Darlinghurst","20/09/2010 10:45:00 PM","9.06"
"19485","Darlinghurst","20/09/2010 11:00:00 PM","9.15"
"19486","Darlinghurst","20/09/2010 11:15:00 PM","9"
"19487","Darlinghurst","20/09/2010 11:30:00 PM","9.03"
"19488","Darlinghurst","20/09/2010 11:45:00 PM","9.27"
"19489","Darlinghurst","21/09/2010","9.79"
"19490","Darlinghurst","21/09/2010 12:15:00 AM","9.17"
"19491","Darlinghurst","21/09/2010 12:30:00 AM","8.91"
"19492","Darlinghurst","21/09/2010 12:45:00 AM","9.06"
"19493","Darlinghurst","21/09/2010 1:00:00 AM","7.87"
"19494","Darlinghurst","21/09/2010 1:15:00 AM","1.16"
"19495","Darlinghurst","21/09/2010 1:30:00 AM","1.31"
"19496","Darlinghurst","21/09/2010 1:45:00 AM","1.09"
"19497","Darlinghurst","21/09/2010 2:00:00 AM","1.2"
"19498","Darlinghurst","21/09/2010 2:15:00 AM","1.11"
"19499","Darlinghurst","21/09/2010 2:30:00 AM","1.12"
"19500","Darlinghurst","21/09/2010 2:45:00 AM","1.18"
"19501","Darlinghurst","21/09/2010 3:00:00 AM","1.09"
"19502","Darlinghurst","21/09/2010 3:15:00 AM","1.25"
"19503","Darlinghurst","21/09/2010 3:30:00 AM","1.11"
"19504","Darlinghurst","21/09/2010 3:45:00 AM","1.19"
"19505","Darlinghurst","21/09/2010 4:00:00 AM","1.11"
"19506","Darlinghurst","21/09/2010 4:15:00 AM","1.14"
"19507","Darlinghurst","21/09/2010 4:30:00 AM","1.19"
"19508","Darlinghurst","21/09/2010 4:45:00 AM","1.3"
"19509","Darlinghurst","21/09/2010 5:00:00 AM","1.19"
"19510","Darlinghurst","21/09/2010 5:15:00 AM","1.83"
"19511","Darlinghurst","21/09/2010 5:30:00 AM","4.13"
"19512","Darlinghurst","21/09/2010 5:45:00 AM","4.68"
"19513","Darlinghurst","21/09/2010 6:00:00 AM","14.46"
"19514","Darlinghurst","21/09/2010 6:15:00 AM","20.01"
"19515","Darlinghurst","21/09/2010 6:30:00 AM","20.38"
"19516","Darlinghurst","21/09/2010 6:45:00 AM","20.46"
"19517","Darlinghurst","21/09/2010 7:00:00 AM","21.14"
"19518","Darlinghurst","21/09/2010 7:15:00 AM","21.21"
"19519","Darlinghurst","21/09/2010 7:30:00 AM","20.1"
"19520","Darlinghurst","21/09/2010 7:45:00 AM","20.03"
"19521","Darlinghurst","21/09/2010 8:00:00 AM","19.29"
"19522","Darlinghurst","21/09/2010 8:15:00 AM","17.11"
"19523","Darlinghurst","21/09/2010 8:30:00 AM","18.48"
"19524","Darlinghurst","21/09/2010 8:45:00 AM","17.86"
"19525","Darlinghurst","21/09/2010 9:00:00 AM","16.25"
"19526","Darlinghurst","21/09/2010 9:15:00 AM","16.16"
"19527","Darlinghurst","21/09/2010 9:30:00 AM","16.3"
"19528","Darlinghurst","21/09/2010 9:45:00 AM","16.14"
"19529","Darlinghurst","21/09/2010 10:00:00 AM","15.9"
"19530","Darlinghurst","21/09/2010 10:15:00 AM","16.29"
"19531","Darlinghurst","21/09/2010 10:30:00 AM","16.38"
"19532","Darlinghurst","21/09/2010 10:45:00 AM","15.94"
"19533","Darlinghurst","21/09/2010 11:00:00 AM","16.07"
"19534","Darlinghurst","21/09/2010 11:15:00 AM","16.55"
"19535","Darlinghurst","21/09/2010 11:30:00 AM","16.41"
"19536","Darlinghurst","21/09/2010 11:45:00 AM","15.61"
"19537","Darlinghurst","21/09/2010 12:00:00 PM","16"
"19538","Darlinghurst","21/09/2010 12:15:00 PM","17.86"
"19539","Darlinghurst","21/09/2010 12:30:00 PM","17.22"
"19540","Darlinghurst","21/09/2010 12:45:00 PM","17.28"
"19541","Darlinghurst","21/09/2010 1:00:00 PM","19.35"
"19542","Darlinghurst","21/09/2010 1:15:00 PM","18.85"
"19543","Darlinghurst","21/09/2010 1:30:00 PM","20.32"
"19544","Darlinghurst","21/09/2010 1:45:00 PM","18.86"
"19545","Darlinghurst","21/09/2010 2:00:00 PM","18.17"
"19546","Darlinghurst","21/09/2010 2:15:00 PM","17.79"
"19547","Darlinghurst","21/09/2010 2:30:00 PM","17.47"
"19548","Darlinghurst","21/09/2010 2:45:00 PM","17.42"
"19549","Darlinghurst","21/09/2010 3:00:00 PM","16.64"
"19550","Darlinghurst","21/09/2010 3:15:00 PM","17.99"
"19551","Darlinghurst","21/09/2010 3:30:00 PM","16.45"
"19552","Darlinghurst","21/09/2010 3:45:00 PM","17.97"
"19553","Darlinghurst","21/09/2010 4:00:00 PM","17.82"
"19554","Darlinghurst","21/09/2010 4:15:00 PM","17.64"
"19555","Darlinghurst","21/09/2010 4:30:00 PM","18.51"
"19556","Darlinghurst","21/09/2010 4:45:00 PM","19.05"
"19557","Darlinghurst","21/09/2010 5:00:00 PM","17.89"
"19558","Darlinghurst","21/09/2010 5:15:00 PM","18.76"
"19559","Darlinghurst","21/09/2010 5:30:00 PM","18.86"
"19560","Darlinghurst","21/09/2010 5:45:00 PM","18.61"
"19561","Darlinghurst","21/09/2010 6:00:00 PM","19.12"
"19562","Darlinghurst","21/09/2010 6:15:00 PM","19.6"
"19563","Darlinghurst","21/09/2010 6:30:00 PM","19.49"
"19564","Darlinghurst","21/09/2010 6:45:00 PM","20.48"
"19565","Darlinghurst","21/09/2010 7:00:00 PM","20.78"
"19566","Darlinghurst","21/09/2010 7:15:00 PM","20.02"
"19567","Darlinghurst","21/09/2010 7:30:00 PM","22.02"
"19568","Darlinghurst","21/09/2010 7:45:00 PM","23.14"
"19569","Darlinghurst","21/09/2010 8:00:00 PM","21.54"
"19570","Darlinghurst","21/09/2010 8:15:00 PM","20.35"
"19571","Darlinghurst","21/09/2010 8:30:00 PM","18.39"
"19572","Darlinghurst","21/09/2010 8:45:00 PM","18"
"19573","Darlinghurst","21/09/2010 9:00:00 PM","17.13"
"19574","Darlinghurst","21/09/2010 9:15:00 PM","19.02"
"19575","Darlinghurst","21/09/2010 9:30:00 PM","17.48"
"19576","Darlinghurst","21/09/2010 9:45:00 PM","16.81"
"19577","Darlinghurst","21/09/2010 10:00:00 PM","15.35"
"19578","Darlinghurst","21/09/2010 10:15:00 PM","9.81"
"19579","Darlinghurst","21/09/2010 10:30:00 PM","9.66"
"19580","Darlinghurst","21/09/2010 10:45:00 PM","9.64"
"19581","Darlinghurst","21/09/2010 11:00:00 PM","9.95"
"19582","Darlinghurst","21/09/2010 11:15:00 PM","9.7"
"19583","Darlinghurst","21/09/2010 11:30:00 PM","9.66"
"19584","Darlinghurst","21/09/2010 11:45:00 PM","9.93"
"19585","Darlinghurst","22/09/2010","9.84"
"19586","Darlinghurst","22/09/2010 12:15:00 AM","9.81"
"19587","Darlinghurst","22/09/2010 12:30:00 AM","9.75"
"19588","Darlinghurst","22/09/2010 12:45:00 AM","4.28"
"19589","Darlinghurst","22/09/2010 1:00:00 AM","1.13"
"19590","Darlinghurst","22/09/2010 1:15:00 AM","1.19"
"19591","Darlinghurst","22/09/2010 1:30:00 AM","1.07"
"19592","Darlinghurst","22/09/2010 1:45:00 AM","1.15"
"19593","Darlinghurst","22/09/2010 2:00:00 AM","1.11"
"19594","Darlinghurst","22/09/2010 2:15:00 AM","1.06"
"19595","Darlinghurst","22/09/2010 2:30:00 AM","1.21"
"19596","Darlinghurst","22/09/2010 2:45:00 AM","1.03"
"19597","Darlinghurst","22/09/2010 3:00:00 AM","1.12"
"19598","Darlinghurst","22/09/2010 3:15:00 AM","1.18"
"19599","Darlinghurst","22/09/2010 3:30:00 AM","1.08"
"19600","Darlinghurst","22/09/2010 3:45:00 AM","1.09"
"19601","Darlinghurst","22/09/2010 4:00:00 AM","1.17"
"19602","Darlinghurst","22/09/2010 4:15:00 AM","1.12"
"19603","Darlinghurst","22/09/2010 4:30:00 AM","1.37"
"19604","Darlinghurst","22/09/2010 4:45:00 AM","1.52"
"19605","Darlinghurst","22/09/2010 5:00:00 AM","1.31"
"19606","Darlinghurst","22/09/2010 5:15:00 AM","1.89"
"19607","Darlinghurst","22/09/2010 5:30:00 AM","4.32"
"19608","Darlinghurst","22/09/2010 5:45:00 AM","5.03"
"19609","Darlinghurst","22/09/2010 6:00:00 AM","14.09"
"19610","Darlinghurst","22/09/2010 6:15:00 AM","17.38"
"19611","Darlinghurst","22/09/2010 6:30:00 AM","21"
"19612","Darlinghurst","22/09/2010 6:45:00 AM","20.94"
"19613","Darlinghurst","22/09/2010 7:00:00 AM","21.32"
"19614","Darlinghurst","22/09/2010 7:15:00 AM","21.78"
"19615","Darlinghurst","22/09/2010 7:30:00 AM","19.95"
"19616","Darlinghurst","22/09/2010 7:45:00 AM","20.16"
"19617","Darlinghurst","22/09/2010 8:00:00 AM","19.97"
"19618","Darlinghurst","22/09/2010 8:15:00 AM","17.89"
"19619","Darlinghurst","22/09/2010 8:30:00 AM","18.22"
"19620","Darlinghurst","22/09/2010 8:45:00 AM","17.26"
"19621","Darlinghurst","22/09/2010 9:00:00 AM","19.23"
"19622","Darlinghurst","22/09/2010 9:15:00 AM","17.94"
"19623","Darlinghurst","22/09/2010 9:30:00 AM","17.87"
"19624","Darlinghurst","22/09/2010 9:45:00 AM","17.82"
"19625","Darlinghurst","22/09/2010 10:00:00 AM","17.41"
"19626","Darlinghurst","22/09/2010 10:15:00 AM","19.95"
"19627","Darlinghurst","22/09/2010 10:30:00 AM","18.38"
"19628","Darlinghurst","22/09/2010 10:45:00 AM","17.77"
"19629","Darlinghurst","22/09/2010 11:00:00 AM","17.54"
"19630","Darlinghurst","22/09/2010 11:15:00 AM","18.34"
"19631","Darlinghurst","22/09/2010 11:30:00 AM","18.02"
"19632","Darlinghurst","22/09/2010 11:45:00 AM","19.97"
"19633","Darlinghurst","22/09/2010 12:00:00 PM","19.7"
"19634","Darlinghurst","22/09/2010 12:15:00 PM","17.77"
"19635","Darlinghurst","22/09/2010 12:30:00 PM","18.29"
"19636","Darlinghurst","22/09/2010 12:45:00 PM","20.77"
"19637","Darlinghurst","22/09/2010 1:00:00 PM","19.03"
"19638","Darlinghurst","22/09/2010 1:15:00 PM","18.88"
"19639","Darlinghurst","22/09/2010 1:30:00 PM","18.98"
"19640","Darlinghurst","22/09/2010 1:45:00 PM","20.16"
"19641","Darlinghurst","22/09/2010 2:00:00 PM","19.11"
"19642","Darlinghurst","22/09/2010 2:15:00 PM","17.01"
"19643","Darlinghurst","22/09/2010 2:30:00 PM","16.83"
"19644","Darlinghurst","22/09/2010 2:45:00 PM","16.83"
"19645","Darlinghurst","22/09/2010 3:00:00 PM","16.83"
"19646","Darlinghurst","22/09/2010 3:15:00 PM","17.36"
"19647","Darlinghurst","22/09/2010 3:30:00 PM","17.36"
"19648","Darlinghurst","22/09/2010 3:45:00 PM","18.39"
"19649","Darlinghurst","22/09/2010 4:00:00 PM","17.53"
"19650","Darlinghurst","22/09/2010 4:15:00 PM","17.11"
"19651","Darlinghurst","22/09/2010 4:30:00 PM","19.5"
"19652","Darlinghurst","22/09/2010 4:45:00 PM","18.73"
"19653","Darlinghurst","22/09/2010 5:00:00 PM","19.41"
"19654","Darlinghurst","22/09/2010 5:15:00 PM","19.91"
"19655","Darlinghurst","22/09/2010 5:30:00 PM","20.19"
"19656","Darlinghurst","22/09/2010 5:45:00 PM","21.2"
"19657","Darlinghurst","22/09/2010 6:00:00 PM","21.4"
"19658","Darlinghurst","22/09/2010 6:15:00 PM","22.94"
"19659","Darlinghurst","22/09/2010 6:30:00 PM","21.34"
"19660","Darlinghurst","22/09/2010 6:45:00 PM","23.44"
"19661","Darlinghurst","22/09/2010 7:00:00 PM","23.12"
"19662","Darlinghurst","22/09/2010 7:15:00 PM","21.28"
"19663","Darlinghurst","22/09/2010 7:30:00 PM","21.08"
"19664","Darlinghurst","22/09/2010 7:45:00 PM","21.75"
"19665","Darlinghurst","22/09/2010 8:00:00 PM","21.5"
"19666","Darlinghurst","22/09/2010 8:15:00 PM","18.96"
"19667","Darlinghurst","22/09/2010 8:30:00 PM","19.23"
"19668","Darlinghurst","22/09/2010 8:45:00 PM","17.76"
"19669","Darlinghurst","22/09/2010 9:00:00 PM","16.48"
"19670","Darlinghurst","22/09/2010 9:15:00 PM","18.18"
"19671","Darlinghurst","22/09/2010 9:30:00 PM","17.81"
"19672","Darlinghurst","22/09/2010 9:45:00 PM","18.06"
"19673","Darlinghurst","22/09/2010 10:00:00 PM","15.67"
"19674","Darlinghurst","22/09/2010 10:15:00 PM","9.16"
"19675","Darlinghurst","22/09/2010 10:30:00 PM","9.13"
"19676","Darlinghurst","22/09/2010 10:45:00 PM","9.68"
"19677","Darlinghurst","22/09/2010 11:00:00 PM","9.86"
"19678","Darlinghurst","22/09/2010 11:15:00 PM","9.75"
"19679","Darlinghurst","22/09/2010 11:30:00 PM","9.87"
"19680","Darlinghurst","22/09/2010 11:45:00 PM","9.73"
"19681","Darlinghurst","23/09/2010","7.82"
"19682","Darlinghurst","23/09/2010 12:15:00 AM","9.74"
"19683","Darlinghurst","23/09/2010 12:30:00 AM","9.72"
"19684","Darlinghurst","23/09/2010 12:45:00 AM","9.76"
"19685","Darlinghurst","23/09/2010 1:00:00 AM","9.77"
"19686","Darlinghurst","23/09/2010 1:15:00 AM","9.83"
"19687","Darlinghurst","23/09/2010 1:30:00 AM","3.91"
"19688","Darlinghurst","23/09/2010 1:45:00 AM","1.2"
"19689","Darlinghurst","23/09/2010 2:00:00 AM","1.13"
"19690","Darlinghurst","23/09/2010 2:15:00 AM","1.11"
"19691","Darlinghurst","23/09/2010 2:30:00 AM","1.2"
"19692","Darlinghurst","23/09/2010 2:45:00 AM","1.07"
"19693","Darlinghurst","23/09/2010 3:00:00 AM","1.14"
"19694","Darlinghurst","23/09/2010 3:15:00 AM","1.1"
"19695","Darlinghurst","23/09/2010 3:30:00 AM","1.11"
"19696","Darlinghurst","23/09/2010 3:45:00 AM","1.2"
"19697","Darlinghurst","23/09/2010 4:00:00 AM","1.14"
"19698","Darlinghurst","23/09/2010 4:15:00 AM","1.41"
"19699","Darlinghurst","23/09/2010 4:30:00 AM","1.34"
"19700","Darlinghurst","23/09/2010 4:45:00 AM","1.41"
"19701","Darlinghurst","23/09/2010 5:00:00 AM","1.45"
"19702","Darlinghurst","23/09/2010 5:15:00 AM","1.85"
"19703","Darlinghurst","23/09/2010 5:30:00 AM","4.61"
"19704","Darlinghurst","23/09/2010 5:45:00 AM","5.59"
"19705","Darlinghurst","23/09/2010 6:00:00 AM","15.74"
"19706","Darlinghurst","23/09/2010 6:15:00 AM","20.23"
"19707","Darlinghurst","23/09/2010 6:30:00 AM","20.16"
"19708","Darlinghurst","23/09/2010 6:45:00 AM","20.09"
"19709","Darlinghurst","23/09/2010 7:00:00 AM","21.08"
"19710","Darlinghurst","23/09/2010 7:15:00 AM","20.05"
"19711","Darlinghurst","23/09/2010 7:30:00 AM","19.27"
"19712","Darlinghurst","23/09/2010 7:45:00 AM","17.84"
"19713","Darlinghurst","23/09/2010 8:00:00 AM","19.96"
"19714","Darlinghurst","23/09/2010 8:15:00 AM","21.45"
"19715","Darlinghurst","23/09/2010 8:30:00 AM","18.13"
"19716","Darlinghurst","23/09/2010 8:45:00 AM","16.85"
"19717","Darlinghurst","23/09/2010 9:00:00 AM","16.23"
"19718","Darlinghurst","23/09/2010 9:15:00 AM","16.93"
"19719","Darlinghurst","23/09/2010 9:30:00 AM","18.15"
"19720","Darlinghurst","23/09/2010 9:45:00 AM","17.73"
"19721","Darlinghurst","23/09/2010 10:00:00 AM","16.33"
"19722","Darlinghurst","23/09/2010 10:15:00 AM","17.06"
"19723","Darlinghurst","23/09/2010 10:30:00 AM","16.89"
"19724","Darlinghurst","23/09/2010 10:45:00 AM","18.06"
"19725","Darlinghurst","23/09/2010 11:00:00 AM","16.47"
"19726","Darlinghurst","23/09/2010 11:15:00 AM","15.75"
"19727","Darlinghurst","23/09/2010 11:30:00 AM","15.82"
"19728","Darlinghurst","23/09/2010 11:45:00 AM","19.48"
"19729","Darlinghurst","23/09/2010 12:00:00 PM","17.92"
"19730","Darlinghurst","23/09/2010 12:15:00 PM","16.84"
"19731","Darlinghurst","23/09/2010 12:30:00 PM","17.12"
"19732","Darlinghurst","23/09/2010 12:45:00 PM","16.8"
"19733","Darlinghurst","23/09/2010 1:00:00 PM","18.21"
"19734","Darlinghurst","23/09/2010 1:15:00 PM","20.15"
"19735","Darlinghurst","23/09/2010 1:30:00 PM","18.68"
"19736","Darlinghurst","23/09/2010 1:45:00 PM","18.81"
"19737","Darlinghurst","23/09/2010 2:00:00 PM","18.44"
"19738","Darlinghurst","23/09/2010 2:15:00 PM","18.22"
"19739","Darlinghurst","23/09/2010 2:30:00 PM","17.18"
"19740","Darlinghurst","23/09/2010 2:45:00 PM","16.42"
"19741","Darlinghurst","23/09/2010 3:00:00 PM","16.72"
"19742","Darlinghurst","23/09/2010 3:15:00 PM","17.26"
"19743","Darlinghurst","23/09/2010 3:30:00 PM","20.37"
"19744","Darlinghurst","23/09/2010 3:45:00 PM","19.19"
"19745","Darlinghurst","23/09/2010 4:00:00 PM","18.7"
"19746","Darlinghurst","23/09/2010 4:15:00 PM","17.82"
"19747","Darlinghurst","23/09/2010 4:30:00 PM","17.64"
"19748","Darlinghurst","23/09/2010 4:45:00 PM","18.28"
"19749","Darlinghurst","23/09/2010 5:00:00 PM","18.77"
"19750","Darlinghurst","23/09/2010 5:15:00 PM","20.13"
"19751","Darlinghurst","23/09/2010 5:30:00 PM","19.57"
"19752","Darlinghurst","23/09/2010 5:45:00 PM","19.77"
"19753","Darlinghurst","23/09/2010 6:00:00 PM","20.27"
"19754","Darlinghurst","23/09/2010 6:15:00 PM","20.79"
"19755","Darlinghurst","23/09/2010 6:30:00 PM","20.25"
"19756","Darlinghurst","23/09/2010 6:45:00 PM","17.07"
"19757","Darlinghurst","23/09/2010 7:00:00 PM","18.59"
"19758","Darlinghurst","23/09/2010 7:15:00 PM","20"
"19759","Darlinghurst","23/09/2010 7:30:00 PM","20.26"
"19760","Darlinghurst","23/09/2010 7:45:00 PM","18.21"
"19761","Darlinghurst","23/09/2010 8:00:00 PM","17.96"
"19762","Darlinghurst","23/09/2010 8:15:00 PM","19.7"
"19763","Darlinghurst","23/09/2010 8:30:00 PM","19.05"
"19764","Darlinghurst","23/09/2010 8:45:00 PM","16.74"
"19765","Darlinghurst","23/09/2010 9:00:00 PM","16.49"
"19766","Darlinghurst","23/09/2010 9:15:00 PM","10.99"
"19767","Darlinghurst","23/09/2010 9:30:00 PM","10.69"
"19768","Darlinghurst","23/09/2010 9:45:00 PM","10.73"
"19769","Darlinghurst","23/09/2010 10:00:00 PM","10.58"
"19770","Darlinghurst","23/09/2010 10:15:00 PM","8.9"
"19771","Darlinghurst","23/09/2010 10:30:00 PM","8.98"
"19772","Darlinghurst","23/09/2010 10:45:00 PM","8.96"
"19773","Darlinghurst","23/09/2010 11:00:00 PM","8.87"
"19774","Darlinghurst","23/09/2010 11:15:00 PM","9.08"
"19775","Darlinghurst","23/09/2010 11:30:00 PM","9.15"
"19776","Darlinghurst","23/09/2010 11:45:00 PM","8.96"
"19777","Darlinghurst","24/09/2010","1.13"
"19778","Darlinghurst","24/09/2010 12:15:00 AM","1.2"
"19779","Darlinghurst","24/09/2010 12:30:00 AM","1.08"
"19780","Darlinghurst","24/09/2010 12:45:00 AM","1.06"
"19781","Darlinghurst","24/09/2010 1:00:00 AM","1.05"
"19782","Darlinghurst","24/09/2010 1:15:00 AM","1.16"
"19783","Darlinghurst","24/09/2010 1:30:00 AM","1.14"
"19784","Darlinghurst","24/09/2010 1:45:00 AM","1.14"
"19785","Darlinghurst","24/09/2010 2:00:00 AM","1.03"
"19786","Darlinghurst","24/09/2010 2:15:00 AM","1.1"
"19787","Darlinghurst","24/09/2010 2:30:00 AM","1.08"
"19788","Darlinghurst","24/09/2010 2:45:00 AM","1.05"
"19789","Darlinghurst","24/09/2010 3:00:00 AM","1.11"
"19790","Darlinghurst","24/09/2010 3:15:00 AM","1.11"
"19791","Darlinghurst","24/09/2010 3:30:00 AM","1.15"
"19792","Darlinghurst","24/09/2010 3:45:00 AM","1.05"
"19793","Darlinghurst","24/09/2010 4:00:00 AM","1.16"
"19794","Darlinghurst","24/09/2010 4:15:00 AM","1.18"
"19795","Darlinghurst","24/09/2010 4:30:00 AM","1.45"
"19796","Darlinghurst","24/09/2010 4:45:00 AM","1.38"
"19797","Darlinghurst","24/09/2010 5:00:00 AM","1.35"
"19798","Darlinghurst","24/09/2010 5:15:00 AM","1.85"
"19799","Darlinghurst","24/09/2010 5:30:00 AM","4.6"
"19800","Darlinghurst","24/09/2010 5:45:00 AM","4.3"
"19801","Darlinghurst","24/09/2010 6:00:00 AM","11.54"
"19802","Darlinghurst","24/09/2010 6:15:00 AM","19.1"
"19803","Darlinghurst","24/09/2010 6:30:00 AM","20.32"
"19804","Darlinghurst","24/09/2010 6:45:00 AM","20.09"
"19805","Darlinghurst","24/09/2010 7:00:00 AM","20.89"
"19806","Darlinghurst","24/09/2010 7:15:00 AM","20.28"
"19807","Darlinghurst","24/09/2010 7:30:00 AM","20.47"
"19808","Darlinghurst","24/09/2010 7:45:00 AM","19.88"
"19809","Darlinghurst","24/09/2010 8:00:00 AM","19.41"
"19810","Darlinghurst","24/09/2010 8:15:00 AM","20.04"
"19811","Darlinghurst","24/09/2010 8:30:00 AM","17.34"
"19812","Darlinghurst","24/09/2010 8:45:00 AM","16.8"
"19813","Darlinghurst","24/09/2010 9:00:00 AM","16.05"
"19814","Darlinghurst","24/09/2010 9:15:00 AM","15.6"
"19815","Darlinghurst","24/09/2010 9:30:00 AM","16.23"
"19816","Darlinghurst","24/09/2010 9:45:00 AM","20.64"
"19817","Darlinghurst","24/09/2010 10:00:00 AM","18.95"
"19818","Darlinghurst","24/09/2010 10:15:00 AM","16.53"
"19819","Darlinghurst","24/09/2010 10:30:00 AM","15.93"
"19820","Darlinghurst","24/09/2010 10:45:00 AM","16.76"
"19821","Darlinghurst","24/09/2010 11:00:00 AM","17.29"
"19822","Darlinghurst","24/09/2010 11:15:00 AM","16.21"
"19823","Darlinghurst","24/09/2010 11:30:00 AM","17.55"
"19824","Darlinghurst","24/09/2010 11:45:00 AM","16.56"
"19825","Darlinghurst","24/09/2010 12:00:00 PM","16.57"
"19826","Darlinghurst","24/09/2010 12:15:00 PM","18.91"
"19827","Darlinghurst","24/09/2010 12:30:00 PM","17.1"
"19828","Darlinghurst","24/09/2010 12:45:00 PM","20.06"
"19829","Darlinghurst","24/09/2010 1:00:00 PM","18.29"
"19830","Darlinghurst","24/09/2010 1:15:00 PM","17.87"
"19831","Darlinghurst","24/09/2010 1:30:00 PM","19.6"
"19832","Darlinghurst","24/09/2010 1:45:00 PM","17.32"
"19833","Darlinghurst","24/09/2010 2:00:00 PM","20.53"
"19834","Darlinghurst","24/09/2010 2:15:00 PM","16.81"
"19835","Darlinghurst","24/09/2010 2:30:00 PM","16.41"
"19836","Darlinghurst","24/09/2010 2:45:00 PM","17.69"
"19837","Darlinghurst","24/09/2010 3:00:00 PM","20.61"
"19838","Darlinghurst","24/09/2010 3:15:00 PM","17.19"
"19839","Darlinghurst","24/09/2010 3:30:00 PM","17.33"
"19840","Darlinghurst","24/09/2010 3:45:00 PM","18.02"
"19841","Darlinghurst","24/09/2010 4:00:00 PM","17.52"
"19842","Darlinghurst","24/09/2010 4:15:00 PM","18.08"
"19843","Darlinghurst","24/09/2010 4:30:00 PM","18.58"
"19844","Darlinghurst","24/09/2010 4:45:00 PM","17.71"
"19845","Darlinghurst","24/09/2010 5:00:00 PM","18.48"
"19846","Darlinghurst","24/09/2010 5:15:00 PM","20.66"
"19847","Darlinghurst","24/09/2010 5:30:00 PM","20.12"
"19848","Darlinghurst","24/09/2010 5:45:00 PM","18.32"
"19849","Darlinghurst","24/09/2010 6:00:00 PM","19.58"
"19850","Darlinghurst","24/09/2010 6:15:00 PM","21.06"
"19851","Darlinghurst","24/09/2010 6:30:00 PM","22.06"
"19852","Darlinghurst","24/09/2010 6:45:00 PM","18.62"
"19853","Darlinghurst","24/09/2010 7:00:00 PM","19.07"
"19854","Darlinghurst","24/09/2010 7:15:00 PM","19.51"
"19855","Darlinghurst","24/09/2010 7:30:00 PM","20.1"
"19856","Darlinghurst","24/09/2010 7:45:00 PM","19.85"
"19857","Darlinghurst","24/09/2010 8:00:00 PM","18.84"
"19858","Darlinghurst","24/09/2010 8:15:00 PM","18.24"
"19859","Darlinghurst","24/09/2010 8:30:00 PM","15.72"
"19860","Darlinghurst","24/09/2010 8:45:00 PM","18.3"
"19861","Darlinghurst","24/09/2010 9:00:00 PM","16.82"
"19862","Darlinghurst","24/09/2010 9:15:00 PM","12.63"
"19863","Darlinghurst","24/09/2010 9:30:00 PM","11.94"
"19864","Darlinghurst","24/09/2010 9:45:00 PM","11.24"
"19865","Darlinghurst","24/09/2010 10:00:00 PM","11.08"
"19866","Darlinghurst","24/09/2010 10:15:00 PM","9.34"
"19867","Darlinghurst","24/09/2010 10:30:00 PM","9.32"
"19868","Darlinghurst","24/09/2010 10:45:00 PM","9.42"
"19869","Darlinghurst","24/09/2010 11:00:00 PM","9.5"
"19870","Darlinghurst","24/09/2010 11:15:00 PM","5.38"
"19871","Darlinghurst","24/09/2010 11:30:00 PM","1.12"
"19872","Darlinghurst","24/09/2010 11:45:00 PM","1.23"
"19873","Darlinghurst","25/09/2010","0.99"
"19874","Darlinghurst","25/09/2010 12:15:00 AM","1.24"
"19875","Darlinghurst","25/09/2010 12:30:00 AM","1.11"
"19876","Darlinghurst","25/09/2010 12:45:00 AM","1.09"
"19877","Darlinghurst","25/09/2010 1:00:00 AM","1.13"
"19878","Darlinghurst","25/09/2010 1:15:00 AM","1.06"
"19879","Darlinghurst","25/09/2010 1:30:00 AM","1.16"
"19880","Darlinghurst","25/09/2010 1:45:00 AM","1.04"
"19881","Darlinghurst","25/09/2010 2:00:00 AM","1.2"
"19882","Darlinghurst","25/09/2010 2:15:00 AM","1.06"
"19883","Darlinghurst","25/09/2010 2:30:00 AM","1.22"
"19884","Darlinghurst","25/09/2010 2:45:00 AM","1.06"
"19885","Darlinghurst","25/09/2010 3:00:00 AM","1.15"
"19886","Darlinghurst","25/09/2010 3:15:00 AM","1.07"
"19887","Darlinghurst","25/09/2010 3:30:00 AM","1.2"
"19888","Darlinghurst","25/09/2010 3:45:00 AM","1.04"
"19889","Darlinghurst","25/09/2010 4:00:00 AM","1.09"
"19890","Darlinghurst","25/09/2010 4:15:00 AM","1.02"
"19891","Darlinghurst","25/09/2010 4:30:00 AM","1.2"
"19892","Darlinghurst","25/09/2010 4:45:00 AM","1.09"
"19893","Darlinghurst","25/09/2010 5:00:00 AM","1.16"
"19894","Darlinghurst","25/09/2010 5:15:00 AM","1.17"
"19895","Darlinghurst","25/09/2010 5:30:00 AM","1.34"
