Sine,angle
-0.792,193.865
-0.717,193.979
-0.633,194.093
-0.541,194.208
-0.441,194.322
-0.336,194.436
-0.226,194.550
-0.114,194.665
0.000,194.779
0.114,194.893
0.226,195.007
0.336,195.121
0.441,195.236
0.541,195.350
0.633,195.464
0.717,195.578
0.792,195.693
0.856,195.807
0.910,195.921
0.951,196.035
0.980,196.150
0.996,196.264
1.000,196.378
0.990,196.492
0.967,196.607
0.932,196.721
0.884,196.835
0.825,196.949
0.756,197.064
0.676,197.178
0.588,197.292
0.492,197.406
0.389,197.520
0.282,197.635
0.171,197.749
0.057,197.863
-0.057,197.977
-0.171,198.092
-0.282,198.206
-0.389,198.320
-0.492,198.434
-0.588,198.549
-0.676,198.663
-0.756,198.777
-0.825,198.891
-0.884,199.006
-0.932,199.120
-0.967,199.234
-0.990,199.348
-1.000,199.463
-0.996,199.577
-0.980,199.691
-0.951,199.805
-0.910,199.920
-0.856,200.034
-0.792,200.148
-0.717,200.262
-0.633,200.376
-0.541,200.491
-0.441,200.605
-0.336,200.719
-0.226,200.833
-0.114,200.948
0.000,201.062
0.114,201.176
0.226,201.290
0.336,201.405
0.441,201.519
0.541,201.633
0.633,201.747
0.717,201.862
0.792,201.976
0.856,202.090
0.910,202.204
0.951,202.319
0.980,202.433
0.996,202.547
1.000,202.661
0.990,202.776
0.967,202.890
0.932,203.004
0.884,203.118
0.825,203.232
0.756,203.347
0.676,203.461
0.588,203.575
0.492,203.689
0.389,203.804
0.282,203.918
0.171,204.032
0.057,204.146
-0.057,204.261
-0.171,204.375
-0.282,204.489
-0.389,204.603
-0.492,204.718
-0.588,204.832
-0.676,204.946
-0.756,205.060
-0.825,205.175
-0.884,205.289
-0.932,205.403
-0.967,205.517
-0.990,205.632
-1.000,205.746
-0.996,205.860
-0.980,205.974
-0.951,206.088
-0.910,206.203
-0.856,206.317
-0.792,206.431
-0.717,206.545
-0.633,206.660
-0.541,206.774
-0.441,206.888
-0.336,207.002
-0.226,207.117
-0.114,207.231
0.000,207.345
0.114,207.459
0.226,207.574
0.336,207.688
0.441,207.802
0.541,207.916
0.633,208.031
0.717,208.145
0.792,208.259
0.856,208.373
0.910,208.488
0.951,208.602
0.980,208.716
0.996,208.830
1.000,208.944
0.990,209.059
0.967,209.173
0.932,209.287
0.884,209.401
0.825,209.516
0.756,209.630
0.676,209.744
0.588,209.858
0.492,209.973
0.389,210.087
0.282,210.201
0.171,210.315
0.057,210.430
-0.057,210.544
-0.171,210.658
-0.282,210.772
-0.389,210.887
-0.492,211.001
-0.588,211.115
-0.676,211.229
-0.756,211.344
-0.825,211.458
-0.884,211.572
-0.932,211.686
-0.967,211.800
-0.990,211.915
-1.000,212.029
-0.996,212.143
-0.980,212.257
-0.951,212.372
-0.910,212.486
-0.856,212.600
-0.792,212.714
-0.717,212.829
-0.633,212.943
-0.541,213.057
-0.441,213.171
-0.336,213.286
-0.226,213.400
-0.114,213.514
0.000,213.628
0.114,213.743
0.226,213.857
0.336,213.971
0.441,214.085
0.541,214.199
0.633,214.314
0.717,214.428
0.792,214.542
0.856,214.656
0.910,214.771
0.951,214.885
0.980,214.999
0.996,215.113
1.000,215.228
0.990,215.342
0.967,215.456
0.932,215.570
0.884,215.685
0.825,215.799
0.756,215.913
0.676,216.027
0.588,216.142
0.492,216.256
0.389,216.370
0.282,216.484
0.171,216.599
0.057,216.713
-0.057,216.827
-0.171,216.941
-0.282,217.055
-0.389,217.170
-0.492,217.284
-0.588,217.398
-0.676,217.512
-0.756,217.627
-0.825,217.741
-0.884,217.855
-0.932,217.969
-0.967,218.084
-0.990,218.198
-1.000,218.312
-0.996,218.426
-0.980,218.541
-0.951,218.655
-0.910,218.769
-0.856,218.883
-0.792,218.998
-0.717,219.112
-0.633,219.226
-0.541,219.340
-0.441,219.455
-0.336,219.569
-0.226,219.683
-0.114,219.797
0.000,219.911
0.114,220.026
0.226,220.140
0.336,220.254
0.441,220.368
0.541,220.483
0.633,220.597
0.717,220.711
0.792,220.825
0.856,220.940
0.910,221.054
0.951,221.168
0.980,221.282
0.996,221.397
1.000,221.511
0.990,221.625
0.967,221.739
0.932,221.854
0.884,221.968
0.825,222.082
0.756,222.196
0.676,222.311
0.588,222.425
0.492,222.539
0.389,222.653
0.282,222.767
0.171,222.882
0.057,222.996
-0.057,223.110
-0.171,223.224
-0.282,223.339
-0.389,223.453
-0.492,223.567
-0.588,223.681
-0.676,223.796
-0.756,223.910
-0.825,224.024
-0.884,224.138
-0.932,224.253
-0.967,224.367
-0.990,224.481
-1.000,224.595
-0.996,224.710
-0.980,224.824
-0.951,224.938
-0.910,225.052
-0.856,225.167
-0.792,225.281
-0.717,225.395
-0.633,225.509
-0.541,225.623
-0.441,225.738
-0.336,225.852
-0.226,225.966
-0.114,226.080
0.000,226.195
0.114,226.309
0.226,226.423
0.336,226.537
0.441,226.652
0.541,226.766
0.633,226.880
0.717,226.994
0.792,227.109
0.856,227.223
0.910,227.337
0.951,227.451
0.980,227.566
0.996,227.680
1.000,227.794
0.990,227.908
0.967,228.023
0.932,228.137
0.884,228.251
0.825,228.365
0.756,228.479
0.676,228.594
0.588,228.708
0.492,228.822
0.389,228.936
0.282,229.051
0.171,229.165
0.057,229.279
-0.057,229.393
-0.171,229.508
-0.282,229.622
-0.389,229.736
-0.492,229.850
-0.588,229.965
-0.676,230.079
-0.756,230.193
-0.825,230.307
-0.884,230.422
-0.932,230.536
-0.967,230.650
-0.990,230.764
-1.000,230.879
-0.996,230.993
-0.980,231.107
-0.951,231.221
-0.910,231.335
-0.856,231.450
-0.792,231.564
-0.717,231.678
-0.633,231.792
-0.541,231.907
-0.441,232.021
-0.336,232.135
-0.226,232.249
-0.114,232.364
0.000,232.478
0.114,232.592
0.226,232.706
0.336,232.821
0.441,232.935
0.541,233.049
0.633,233.163
0.717,233.278
0.792,233.392
0.856,233.506
0.910,233.620
0.951,233.734
0.980,233.849
0.996,233.963
1.000,234.077
0.990,234.191
0.967,234.306
0.932,234.420
0.884,234.534
0.825,234.648
0.756,234.763
0.676,234.877
0.588,234.991
0.492,235.105
0.389,235.220
0.282,235.334
0.171,235.448
0.057,235.562
-0.057,235.677
-0.171,235.791
-0.282,235.905
-0.389,236.019
-0.492,236.134
-0.588,236.248
-0.676,236.362
-0.756,236.476
-0.825,236.590
-0.884,236.705
-0.932,236.819
-0.967,236.933
-0.990,237.047
-1.000,237.162
-0.996,237.276
-0.980,237.390
-0.951,237.504
-0.910,237.619
-0.856,237.733
-0.792,237.847
-0.717,237.961
-0.633,238.076
-0.541,238.190
-0.441,238.304
-0.336,238.418
-0.226,238.533
-0.114,238.647
0.000,238.761
0.114,238.875
0.226,238.990
0.336,239.104
0.441,239.218
0.541,239.332
0.633,239.446
0.717,239.561
0.792,239.675
0.856,239.789
0.910,239.903
0.951,240.018
0.980,240.132
0.996,240.246
1.000,240.360
0.990,240.475
0.967,240.589
0.932,240.703
0.884,240.817
0.825,240.932
0.756,241.046
0.676,241.160
0.588,241.274
0.492,241.389
0.389,241.503
0.282,241.617
0.171,241.731
0.057,241.846
-0.057,241.960
-0.171,242.074
-0.282,242.188
-0.389,242.302
-0.492,242.417
-0.588,242.531
-0.676,242.645
-0.756,242.759
-0.825,242.874
-0.884,242.988
-0.932,243.102
-0.967,243.216
-0.990,243.331
-1.000,243.445
-0.996,243.559
-0.980,243.673
-0.951,243.788
-0.910,243.902
-0.856,244.016
-0.792,244.130
-0.717,244.245
-0.633,244.359
-0.541,244.473
-0.441,244.587
-0.336,244.702
-0.226,244.816
-0.114,244.930
0.000,245.044
0.114,245.158
0.226,245.273
0.336,245.387
0.441,245.501
0.541,245.615
0.633,245.730
0.717,245.844
0.792,245.958
0.856,246.072
0.910,246.187
0.951,246.301
0.980,246.415
0.996,246.529
1.000,246.644
0.990,246.758
0.967,246.872
0.932,246.986
0.884,247.101
0.825,247.215
0.756,247.329
0.676,247.443
0.588,247.558
0.492,247.672
0.389,247.786
0.282,247.900
0.171,248.014
0.057,248.129
-0.057,248.243
-0.171,248.357
-0.282,248.471
-0.389,248.586
-0.492,248.700
-0.588,248.814
-0.676,248.928
-0.756,249.043
-0.825,249.157
-0.884,249.271
-0.932,249.385
-0.967,249.500
-0.990,249.614
-1.000,249.728
-0.996,249.842
-0.980,249.957
-0.951,250.071
-0.910,250.185
-0.856,250.299
-0.792,250.413
-0.717,250.528
-0.633,250.642
-0.541,250.756
-0.441,250.870
-0.336,250.985
-0.226,251.099
-0.114,251.213
0.000,251.327
0.114,251.442
0.226,251.556
0.336,251.670
0.441,251.784
0.541,251.899
0.633,252.013
0.717,252.127
0.792,252.241
0.856,252.356
0.910,252.470
0.951,252.584
0.980,252.698
0.996,252.813
1.000,252.927
0.990,253.041
0.967,253.155
0.932,253.269
0.884,253.384
0.825,253.498
0.756,253.612
0.676,253.726
0.588,253.841
0.492,253.955
0.389,254.069
0.282,254.183
0.171,254.298
0.057,254.412
-0.057,254.526
-0.171,254.640
-0.282,254.755
-0.389,254.869
-0.492,254.983
-0.588,255.097
-0.676,255.212
-0.756,255.326
-0.825,255.440
-0.884,255.554
-0.932,255.669
-0.967,255.783
-0.990,255.897
-1.000,256.011
-0.996,256.125
-0.980,256.240
-0.951,256.354
-0.910,256.468
-0.856,256.582
-0.792,256.697
-0.717,256.811
-0.633,256.925
-0.541,257.039
-0.441,257.154
-0.336,257.268
-0.226,257.382
-0.114,257.496
0.000,257.611
0.114,257.725
0.226,257.839
0.336,257.953
0.441,258.068
0.541,258.182
0.633,258.296
0.717,258.410
0.792,258.525
0.856,258.639
0.910,258.753
0.951,258.867
0.980,258.981
0.996,259.096
1.000,259.210
0.990,259.324
0.967,259.438
0.932,259.553
0.884,259.667
0.825,259.781
0.756,259.895
0.676,260.010
0.588,260.124
0.492,260.238
0.389,260.352
0.282,260.467
0.171,260.581
0.057,260.695
-0.057,260.809
-0.171,260.924
-0.282,261.038
-0.389,261.152
-0.492,261.266
-0.588,261.381
-0.676,261.495
-0.756,261.609
-0.825,261.723
-0.884,261.837
-0.932,261.952
-0.967,262.066
-0.990,262.180
-1.000,262.294
-0.996,262.409
-0.980,262.523
-0.951,262.637
-0.910,262.751
-0.856,262.866
-0.792,262.980
-0.717,263.094
-0.633,263.208
-0.541,263.323
-0.441,263.437
-0.336,263.551
-0.226,263.665
-0.114,263.780
0.000,263.894
0.114,264.008
0.226,264.122
0.336,264.237
0.441,264.351
0.541,264.465
0.633,264.579
0.717,264.693
0.792,264.808
0.856,264.922
0.910,265.036
0.951,265.150
0.980,265.265
0.996,265.379
1.000,265.493
0.990,265.607
0.967,265.722
0.932,265.836
0.884,265.950
0.825,266.064
0.756,266.179
0.676,266.293
0.588,266.407
0.492,266.521
0.389,266.636
0.282,266.750
0.171,266.864
0.057,266.978
-0.057,267.092
-0.171,267.207
-0.282,267.321
-0.389,267.435
-0.492,267.549
-0.588,267.664
-0.676,267.778
-0.756,267.892
-0.825,268.006
-0.884,268.121
-0.932,268.235
-0.967,268.349
-0.990,268.463
-1.000,268.578
-0.996,268.692
-0.980,268.806
-0.951,268.920
-0.910,269.035
-0.856,269.149
-0.792,269.263
-0.717,269.377
-0.633,269.492
-0.541,269.606
-0.441,269.720
-0.336,269.834
-0.226,269.948
-0.114,270.063
0.000,270.177
0.114,270.291
0.226,270.405
0.336,270.520
0.441,270.634
0.541,270.748
0.633,270.862
0.717,270.977
0.792,271.091
0.856,271.205
0.910,271.319
0.951,271.434
0.980,271.548
0.996,271.662
1.000,271.776
0.990,271.891
0.967,272.005
0.932,272.119
0.884,272.233
0.825,272.348
0.756,272.462
0.676,272.576
0.588,272.690
0.492,272.804
0.389,272.919
0.282,273.033
0.171,273.147
0.057,273.261
-0.057,273.376
-0.171,273.490
-0.282,273.604
-0.389,273.718
-0.492,273.833
-0.588,273.947
-0.676,274.061
-0.756,274.175
-0.825,274.290
-0.884,274.404
-0.932,274.518
-0.967,274.632
-0.990,274.747
-1.000,274.861
-0.996,274.975
-0.980,275.089
-0.951,275.204
-0.910,275.318
-0.856,275.432
-0.792,275.546
-0.717,275.660
-0.633,275.775
-0.541,275.889
-0.441,276.003
-0.336,276.117
-0.226,276.232
-0.114,276.346
0.000,276.460
0.114,276.574
0.226,276.689
0.336,276.803
0.441,276.917
0.541,277.031
0.633,277.146
0.717,277.260
0.792,277.374
0.856,277.488
0.910,277.603
0.951,277.717
0.980,277.831
0.996,277.945
1.000,278.060
0.990,278.174
0.967,278.288
0.932,278.402
0.884,278.516
0.825,278.631
0.756,278.745
0.676,278.859
0.588,278.973
0.492,279.088
0.389,279.202
0.282,279.316
0.171,279.430
0.057,279.545
-0.057,279.659
-0.171,279.773
-0.282,279.887
-0.389,280.002
-0.492,280.116
-0.588,280.230
-0.676,280.344
-0.756,280.459
-0.825,280.573
-0.884,280.687
-0.932,280.801
-0.967,280.916
-0.990,281.030
-1.000,281.144
-0.996,281.258
-0.980,281.372
-0.951,281.487
-0.910,281.601
-0.856,281.715
-0.792,281.829
-0.717,281.944
-0.633,282.058
-0.541,282.172
-0.441,282.286
-0.336,282.401
-0.226,282.515
-0.114,282.629
0.000,282.743
0.114,282.858
0.226,282.972
0.336,283.086
0.441,283.200
0.541,283.315
0.633,283.429
0.717,283.543
0.792,283.657
0.856,283.771
0.910,283.886
0.951,284.000
0.980,284.114
0.996,284.228
1.000,284.343
0.990,284.457
0.967,284.571
0.932,284.685
0.884,284.800
0.825,284.914
0.756,285.028
0.676,285.142
0.588,285.257
0.492,285.371
0.389,285.485
0.282,285.599
0.171,285.714
0.057,285.828
-0.057,285.942
-0.171,286.056
-0.282,286.171
-0.389,286.285
-0.492,286.399
-0.588,286.513
-0.676,286.627
-0.756,286.742
-0.825,286.856
-0.884,286.970
-0.932,287.084
-0.967,287.199
-0.990,287.313
-1.000,287.427
-0.996,287.541
-0.980,287.656
-0.951,287.770
-0.910,287.884
-0.856,287.998
-0.792,288.113
-0.717,288.227
-0.633,288.341
-0.541,288.455
-0.441,288.570
-0.336,288.684
-0.226,288.798
-0.114,288.912
0.000,289.027
0.114,289.141
0.226,289.255
0.336,289.369
0.441,289.483
0.541,289.598
0.633,289.712
0.717,289.826
0.792,289.940
0.856,290.055
0.910,290.169
0.951,290.283
0.980,290.397
0.996,290.512
1.000,290.626
0.990,290.740
0.967,290.854
0.932,290.969
0.884,291.083
0.825,291.197
0.756,291.311
0.676,291.426
0.588,291.540
0.492,291.654
0.389,291.768
0.282,291.883
0.171,291.997
0.057,292.111
-0.057,292.225
-0.171,292.339
-0.282,292.454
-0.389,292.568
-0.492,292.682
-0.588,292.796
-0.676,292.911
-0.756,293.025
-0.825,293.139
-0.884,293.253
-0.932,293.368
-0.967,293.482
-0.990,293.596
-1.000,293.710
-0.996,293.825
-0.980,293.939
-0.951,294.053
-0.910,294.167
-0.856,294.282
-0.792,294.396
-0.717,294.510
-0.633,294.624
-0.541,294.739
-0.441,294.853
-0.336,294.967
-0.226,295.081
-0.114,295.195
0.000,295.310
0.114,295.424
0.226,295.538
0.336,295.652
0.441,295.767
0.541,295.881
0.633,295.995
0.717,296.109
0.792,296.224
0.856,296.338
0.910,296.452
0.951,296.566
0.980,296.681
0.996,296.795
1.000,296.909
0.990,297.023
0.967,297.138
0.932,297.252
0.884,297.366
0.825,297.480
0.756,297.595
0.676,297.709
0.588,297.823
0.492,297.937
0.389,298.051
0.282,298.166
0.171,298.280
0.057,298.394
-0.057,298.508
-0.171,298.623
-0.282,298.737
-0.389,298.851
-0.492,298.965
-0.588,299.080
-0.676,299.194
-0.756,299.308
-0.825,299.422
-0.884,299.537
-0.932,299.651
-0.967,299.765
-0.990,299.879
-1.000,299.994
-0.996,300.108
-0.980,300.222
-0.951,300.336
-0.910,300.450
-0.856,300.565
-0.792,300.679
-0.717,300.793
-0.633,300.907
-0.541,301.022
-0.441,301.136
-0.336,301.250
-0.226,301.364
-0.114,301.479
0.000,301.593
0.114,301.707
0.226,301.821
0.336,301.936
0.441,302.050
0.541,302.164
0.633,302.278
0.717,302.393
0.792,302.507
0.856,302.621
0.910,302.735
0.951,302.850
0.980,302.964
0.996,303.078
1.000,303.192
0.990,303.306
0.967,303.421
0.932,303.535
0.884,303.649
0.825,303.763
0.756,303.878
0.676,303.992
0.588,304.106
0.492,304.220
0.389,304.335
0.282,304.449
0.171,304.563
0.057,304.677
-0.057,304.792
-0.171,304.906
-0.282,305.020
-0.389,305.134
-0.492,305.249
-0.588,305.363
-0.676,305.477
-0.756,305.591
-0.825,305.706
-0.884,305.820
-0.932,305.934
-0.967,306.048
-0.990,306.162
-1.000,306.277
-0.996,306.391
-0.980,306.505
-0.951,306.619
-0.910,306.734
-0.856,306.848
-0.792,306.962
-0.717,307.076
-0.633,307.191
-0.541,307.305
-0.441,307.419
-0.336,307.533
-0.226,307.648
-0.114,307.762
0.000,307.876
0.114,307.990
0.226,308.105
0.336,308.219
0.441,308.333
0.541,308.447
0.633,308.562
0.717,308.676
0.792,308.790
0.856,308.904
0.910,309.018
0.951,309.133
0.980,309.247
0.996,309.361
1.000,309.475
0.990,309.590
0.967,309.704
0.932,309.818
0.884,309.932
0.825,310.047
0.756,310.161
0.676,310.275
0.588,310.389
0.492,310.504
0.389,310.618
0.282,310.732
0.171,310.846
0.057,310.961
-0.057,311.075
-0.171,311.189
-0.282,311.303
-0.389,311.418
-0.492,311.532
-0.588,311.646
-0.676,311.760
-0.756,311.874
-0.825,311.989
-0.884,312.103
-0.932,312.217
-0.967,312.331
-0.990,312.446
-1.000,312.560
-0.996,312.674
-0.980,312.788
-0.951,312.903
-0.910,313.017
-0.856,313.131
-0.792,313.245
-0.717,313.360
-0.633,313.474
-0.541,313.588
-0.441,313.702
-0.336,313.817
-0.226,313.931
-0.114,314.045
0.000,314.159
0.114,314.274
0.226,314.388
0.336,314.502
0.441,314.616
0.541,314.730
0.633,314.845
0.717,314.959
0.792,315.073
0.856,315.187
0.910,315.302
0.951,315.416
0.980,315.530
0.996,315.644
1.000,315.759
0.990,315.873
0.967,315.987
0.932,316.101
0.884,316.216
0.825,316.330
0.756,316.444
0.676,316.558
0.588,316.673
0.492,316.787
0.389,316.901
0.282,317.015
0.171,317.129
0.057,317.244
-0.057,317.358
-0.171,317.472
-0.282,317.586
-0.389,317.701
-0.492,317.815
-0.588,317.929
-0.676,318.043
-0.756,318.158
-0.825,318.272
-0.884,318.386
-0.932,318.500
-0.967,318.615
-0.990,318.729
-1.000,318.843
-0.996,318.957
-0.980,319.072
-0.951,319.186
-0.910,319.300
-0.856,319.414
-0.792,319.529
-0.717,319.643
-0.633,319.757
-0.541,319.871
-0.441,319.985
-0.336,320.100
-0.226,320.214
-0.114,320.328
0.000,320.442
0.114,320.557
0.226,320.671
0.336,320.785
0.441,320.899
0.541,321.014
0.633,321.128
0.717,321.242
0.792,321.356
0.856,321.471
0.910,321.585
0.951,321.699
0.980,321.813
0.996,321.928
1.000,322.042
0.990,322.156
0.967,322.270
0.932,322.385
0.884,322.499
0.825,322.613
0.756,322.727
0.676,322.841
0.588,322.956
0.492,323.070
0.389,323.184
0.282,323.298
0.171,323.413
0.057,323.527
-0.057,323.641
-0.171,323.755
-0.282,323.870
-0.389,323.984
-0.492,324.098
-0.588,324.212
-0.676,324.327
-0.756,324.441
-0.825,324.555
-0.884,324.669
-0.932,324.784
-0.967,324.898
-0.990,325.012
-1.000,325.126
-0.996,325.241
-0.980,325.355
-0.951,325.469
-0.910,325.583
-0.856,325.697
-0.792,325.812
-0.717,325.926
-0.633,326.040
-0.541,326.154
-0.441,326.269
-0.336,326.383
-0.226,326.497
-0.114,326.611
0.000,326.726
0.114,326.840
0.226,326.954
0.336,327.068
0.441,327.183
0.541,327.297
0.633,327.411
0.717,327.525
0.792,327.640
0.856,327.754
0.910,327.868
0.951,327.982
0.980,328.097
0.996,328.211
1.000,328.325
0.990,328.439
0.967,328.553
0.932,328.668
0.884,328.782
0.825,328.896
0.756,329.010
0.676,329.125
0.588,329.239
0.492,329.353
0.389,329.467
0.282,329.582
0.171,329.696
0.057,329.810
-0.057,329.924
-0.171,330.039
-0.282,330.153
-0.389,330.267
-0.492,330.381
-0.588,330.496
-0.676,330.610
-0.756,330.724
-0.825,330.838
-0.884,330.953
-0.932,331.067
-0.967,331.181
-0.990,331.295
-1.000,331.409
-0.996,331.524
-0.980,331.638
-0.951,331.752
-0.910,331.866
-0.856,331.981
-0.792,332.095
-0.717,332.209
-0.633,332.323
-0.541,332.438
-0.441,332.552
-0.336,332.666
-0.226,332.780
-0.114,332.895
0.000,333.009
0.114,333.123
0.226,333.237
0.336,333.352
0.441,333.466
0.541,333.580
0.633,333.694
0.717,333.808
0.792,333.923
0.856,334.037
0.910,334.151
0.951,334.265
0.980,334.380
0.996,334.494
1.000,334.608
0.990,334.722
0.967,334.837
0.932,334.951
0.884,335.065
0.825,335.179
0.756,335.294
0.676,335.408
0.588,335.522
0.492,335.636
0.389,335.751
0.282,335.865
0.171,335.979
0.057,336.093
-0.057,336.208
-0.171,336.322
-0.282,336.436
-0.389,336.550
-0.492,336.664
-0.588,336.779
-0.676,336.893
-0.756,337.007
-0.825,337.121
-0.884,337.236
-0.932,337.350
-0.967,337.464
-0.990,337.578
-1.000,337.693
-0.996,337.807
-0.980,337.921
-0.951,338.035
-0.910,338.150
-0.856,338.264
-0.792,338.378
-0.717,338.492
-0.633,338.607
-0.541,338.721
-0.441,338.835
-0.336,338.949
-0.226,339.064
-0.114,339.178
0.000,339.292
0.114,339.406
0.226,339.520
0.336,339.635
0.441,339.749
0.541,339.863
0.633,339.977
0.717,340.092
0.792,340.206
0.856,340.320
0.910,340.434
0.951,340.549
0.980,340.663
0.996,340.777
1.000,340.891
0.990,341.006
0.967,341.120
0.932,341.234
0.884,341.348
0.825,341.463
0.756,341.577
0.676,341.691
0.588,341.805
0.492,341.920
0.389,342.034
0.282,342.148
0.171,342.262
0.057,342.376
-0.057,342.491
-0.171,342.605
-0.282,342.719
-0.389,342.833
-0.492,342.948
-0.588,343.062
-0.676,343.176
-0.756,343.290
-0.825,343.405
-0.884,343.519
-0.932,343.633
-0.967,343.747
-0.990,343.862
-1.000,343.976
-0.996,344.090
-0.980,344.204
-0.951,344.319
-0.910,344.433
